KodeBPS,KodeProv,NamaProv,KabKot,Kategori,Produk,Harga,Tahun,Bulan
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,140000,2024,Desember
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,140000,2025,Januari
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,140685,2025,Februari
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,145185,2025,Maret
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,April
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,Mei
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,Juni
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,Juli
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,Agustus
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,September
13.77,13,Sumatera Barat,Kota Pariaman,Protein,Daging Sapi Murni,150000,2025,Oktober
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,Januari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,Februari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,121613,2022,Maret
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125333,2022,April
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120345,2022,Mei
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,121767,2022,Juni
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,121129,2022,Juli
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,Agustus
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,September
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,Oktober
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2022,November
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,126719,2022,Desember
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Januari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Februari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Maret
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130483,2023,April
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Mei
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Juni
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Juli
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Agustus
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,129833,2023,September
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Oktober
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,November
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2023,Desember
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2024,Januari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2024,Februari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,130000,2024,Maret
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,129643,2024,April
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Mei
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Juni
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Juli
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Agustus
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,September
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Oktober
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,November
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,125000,2024,Desember
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,119600,2025,Januari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120000,2025,Februari
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,120679,2025,Maret
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,118000,2025,April
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116667,2025,Mei
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116667,2025,Juni
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116667,2025,Juli
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116765,2025,Agustus
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116849,2025,September
35.75,35,Jawa Timur,Kota Pasuruan,Protein,Daging Sapi Murni,116883,2025,Oktober
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,121417,2022,Januari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,121852,2022,Februari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,130484,2022,Maret
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,135000,2022,April
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,142414,2022,Mei
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,139074,2022,Juni
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140741,2022,Juli
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2022,Agustus
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2022,September
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,136552,2022,Oktober
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,135000,2022,November
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,135000,2022,Desember
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,138966,2023,Januari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Februari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Maret
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,143793,2023,April
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Mei
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Juni
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Juli
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Agustus
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,September
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Oktober
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,November
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2023,Desember
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Januari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Februari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,142879,2024,Maret
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,144808,2024,April
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Mei
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Juni
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Juli
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Agustus
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140011,2024,September
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,Oktober
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2024,November
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140121,2024,Desember
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2025,Januari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,141190,2025,Februari
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,141667,2025,Maret
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140655,2025,April
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140000,2025,Mei
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,139880,2025,Juni
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,140056,2025,Juli
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,131196,2025,Agustus
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,136444,2025,September
13.76,13,Sumatera Barat,Kota Payakumbuh,Protein,Daging Sapi Murni,139940,2025,Oktober
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,113289,2022,Januari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,115000,2022,Februari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,119322,2022,Maret
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,123684,2022,April
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,133273,2022,Mei
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,132500,2022,Juni
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,131579,2022,Juli
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,130085,2022,Agustus
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,130455,2022,September
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,130185,2022,Oktober
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,129912,2022,November
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,130411,2022,Desember
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Januari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,124630,2023,Februari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Maret
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,127708,2023,April
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,126379,2023,Mei
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Juni
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Juli
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Agustus
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,September
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Oktober
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,November
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2023,Desember
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Januari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Februari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Maret
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,132708,2024,April
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Mei
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Juni
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Juli
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,124815,2024,Agustus
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,September
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,Oktober
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125000,2024,November
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,122656,2024,Desember
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,121567,2025,Januari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,121859,2025,Februari
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,126418,2025,Maret
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,125705,2025,April
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,121588,2025,Mei
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,121833,2025,Juni
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,122541,2025,Juli
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,122458,2025,Agustus
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,122500,2025,September
33.75,33,Jawa Tengah,Kota Pekalongan,Protein,Daging Sapi Murni,122377,2025,Oktober
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,129643,2022,Januari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,130000,2022,Februari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,132429,2022,Maret
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,149286,2022,April
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,146600,2022,Mei
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137407,2022,Juni
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,139444,2022,Juli
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140357,2022,Agustus
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2022,September
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2022,Oktober
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2022,November
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2022,Desember
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Januari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Februari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Maret
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,144483,2023,April
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140645,2023,Mei
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Juni
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Juli
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Agustus
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,September
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Oktober
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,November
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2023,Desember
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,139535,2024,Januari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,135517,2024,Februari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,138359,2024,Maret
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,141481,2024,April
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Mei
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Juni
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Juli
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Agustus
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,September
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Oktober
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,November
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2024,Desember
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,139951,2025,Januari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2025,Februari
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140545,2025,Maret
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2025,April
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,140000,2025,Mei
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137719,2025,Juni
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137500,2025,Juli
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137500,2025,Agustus
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137632,2025,September
14.71,14,Riau,Kota Pekanbaru,Protein,Daging Sapi Murni,137589,2025,Oktober
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130484,2022,Januari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2022,Februari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,127258,2022,Maret
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,133000,2022,April
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,134138,2022,Mei
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,131207,2022,Juni
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,129355,2022,Juli
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2022,Agustus
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2022,September
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2022,Oktober
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2022,November
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,132813,2022,Desember
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,133030,2023,Januari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Februari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130484,2023,Maret
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,133929,2023,April
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Mei
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Juni
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Juli
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Agustus
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,134310,2023,September
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,Oktober
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2023,November
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130968,2023,Desember
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130444,2024,Januari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Februari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Maret
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,132500,2024,April
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Mei
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130179,2024,Juni
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Juli
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Agustus
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,September
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130000,2024,Oktober
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130167,2024,November
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,130517,2024,Desember
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,127185,2025,Januari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126960,2025,Februari
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126905,2025,Maret
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126667,2025,April
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126738,2025,Mei
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126648,2025,Juni
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126720,2025,Juli
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126649,2025,Agustus
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126667,2025,September
12.72,12,Sumatera Utara,Kota Pematang Siantar,Protein,Daging Sapi Murni,126649,2025,Oktober
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,134615,2022,Januari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,135000,2022,Februari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,135000,2022,Maret
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,136897,2022,April
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,138966,2022,Mei
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,133000,2022,Juni
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,134194,2022,Juli
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,138621,2022,Agustus
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154000,2022,September
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2022,Oktober
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2022,November
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2022,Desember
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Januari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Februari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Maret
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,161667,2023,April
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Mei
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,159615,2023,Juni
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Juli
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Agustus
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,September
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,Oktober
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,160000,2023,November
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,153793,2023,Desember
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,150769,2024,Januari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154082,2024,Februari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154038,2024,Maret
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154659,2024,April
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154561,2024,Mei
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154130,2024,Juni
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154528,2024,Juli
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154231,2024,Agustus
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,153488,2024,September
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,153617,2024,Oktober
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,156071,2024,November
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,154565,2024,Desember
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,155132,2025,Januari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,155000,2025,Februari
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,155179,2025,Maret
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,155446,2025,April
61.71,61,Kalimantan Barat,Kota Pontianak,Protein,Daging Sapi Murni,155167,2025,Mei
