KodeBPS,KodeProv,NamaProv,KabKot,Kategori,Produk,Harga,Tahun,Bulan
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145167,2024,Agustus
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145172,2024,September
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145263,2024,Oktober
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145385,2024,November
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145800,2024,Desember
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,146207,2025,Januari
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,146098,2025,Februari
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,147292,2025,Maret
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,147872,2025,April
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145000,2025,Mei
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,144375,2025,Juni
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,145294,2025,Juli
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,143929,2025,Agustus
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,143778,2025,September
14.01,14,Riau,Kab. Kampar,Protein,Daging Sapi Murni,144902,2025,Oktober
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,140000,2022,Januari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,140000,2022,Februari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,140000,2022,Maret
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,140000,2022,April
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,141290,2022,Mei
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,145536,2022,Juni
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,149677,2022,Juli
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2022,Agustus
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2022,September
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2022,Oktober
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2022,November
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,155000,2022,Desember
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,160000,2023,Januari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,157586,2023,Februari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,Maret
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150370,2023,April
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,140000,2023,Mei
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,142000,2023,Juni
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,Juli
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,Agustus
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,September
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,Oktober
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2023,November
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,151290,2023,Desember
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,149516,2024,Januari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Februari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Maret
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,151429,2024,April
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Mei
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,151724,2024,Juni
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Juli
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Agustus
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,September
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,Oktober
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2024,November
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150517,2024,Desember
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150003,2025,Januari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Februari
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,151429,2025,Maret
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150714,2025,April
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Mei
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Juni
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Juli
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Agustus
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,September
62.03,62,Kalimantan Tengah,Kab. Kapuas,Protein,Daging Sapi Murni,150000,2025,Oktober
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2022,Januari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2022,Februari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,166667,2022,Maret
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,168000,2022,April
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170968,2022,Mei
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,161923,2022,Juni
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,167143,2022,Juli
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2022,Agustus
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170690,2022,September
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,173548,2022,Oktober
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2022,November
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2022,Desember
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Januari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Februari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Maret
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,April
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Mei
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Juni
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Juli
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Agustus
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,September
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Oktober
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,November
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2023,Desember
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Januari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Februari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Maret
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170909,2024,April
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Mei
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Juni
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Juli
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Agustus
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,September
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Oktober
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,November
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2024,Desember
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170000,2025,Januari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,170909,2025,Februari
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,171500,2025,Maret
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,April
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,Mei
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,Juni
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,Juli
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,Agustus
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,September
61.06,61,Kalimantan Barat,Kab. Kapuas Hulu,Protein,Daging Sapi Murni,NA,2025,Oktober
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,120981,2022,Januari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,123893,2022,Februari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124333,2022,Maret
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125483,2022,April
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,132300,2022,Mei
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124964,2022,Juni
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,127952,2022,Juli
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,126000,2022,Agustus
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124967,2022,September
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124758,2022,Oktober
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124759,2022,November
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125125,2022,Desember
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125206,2023,Januari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125241,2023,Februari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125000,2023,Maret
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,127103,2023,April
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,125097,2023,Mei
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130433,2023,Juni
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,127931,2023,Juli
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130258,2023,Agustus
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,129667,2023,September
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2023,Oktober
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2023,November
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,129967,2023,Desember
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,128931,2024,Januari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,129929,2024,Februari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2024,Maret
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,132214,2024,April
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,134367,2024,Mei
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,126346,2024,Juni
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,124786,2024,Juli
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,126333,2024,Agustus
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,127667,2024,September
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,132100,2024,Oktober
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130207,2024,November
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,129679,2024,Desember
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Januari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Februari
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,131463,2025,Maret
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130723,2025,April
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Mei
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Juni
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Juli
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Agustus
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,September
33.13,33,Jawa Tengah,Kab. Karanganyar,Protein,Daging Sapi Murni,130000,2025,Oktober
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Januari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Februari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Maret
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,April
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Mei
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,113478,2022,Juni
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,111379,2022,Juli
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Agustus
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,September
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Oktober
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,November
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2022,Desember
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110006,2023,Januari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,110000,2023,Februari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,113500,2023,Maret
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,118571,2023,April
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,119667,2023,Mei
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,Juni
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120690,2023,Juli
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,Agustus
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,September
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,Oktober
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,November
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2023,Desember
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Januari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Februari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Maret
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,April
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Mei
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Juni
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Juli
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Agustus
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,September
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Oktober
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,November
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2024,Desember
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Januari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Februari
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Maret
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,April
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Mei
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Juni
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Juli
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Agustus
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,September
51.07,51,Bali,Kab. Karangasem,Protein,Daging Sapi Murni,120000,2025,Oktober
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,120000,2022,Januari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,120536,2022,Februari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,129500,2022,Maret
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,132333,2022,April
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,138571,2022,Mei
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,131103,2022,Juni
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130000,2022,Juli
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,129828,2022,Agustus
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,132857,2022,September
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2022,Oktober
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2022,November
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135156,2022,Desember
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2023,Januari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,137414,2023,Februari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,137742,2023,Maret
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,142414,2023,April
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135167,2023,Mei
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,134655,2023,Juni
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,133793,2023,Juli
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,134138,2023,Agustus
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2023,September
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2023,Oktober
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2023,November
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135679,2023,Desember
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2024,Januari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135000,2024,Februari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,138594,2024,Maret
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,140435,2024,April
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,133044,2024,Mei
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130577,2024,Juni
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,131774,2024,Juli
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,132833,2024,Agustus
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130000,2024,September
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130000,2024,Oktober
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130000,2024,November
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,132778,2024,Desember
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,134130,2025,Januari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135357,2025,Februari
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,138929,2025,Maret
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,135390,2025,April
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130333,2025,Mei
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,134138,2025,Juni
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,131129,2025,Juli
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130484,2025,Agustus
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,130690,2025,September
32.15,32,Jawa Barat,Kab. Karawang,Protein,Daging Sapi Murni,133580,2025,Oktober
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,Januari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,Februari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170741,2022,Maret
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2022,April
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,175417,2022,Mei
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,160714,2022,Juni
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,167727,2022,Juli
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,Agustus
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,September
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,Oktober
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,November
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2022,Desember
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,170000,2023,Januari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,178889,2023,Februari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Maret
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,184444,2023,April
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Mei
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Juni
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Juli
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Agustus
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,September
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Oktober
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,November
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2023,Desember
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,176667,2024,Januari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Februari
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Maret
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,179000,2024,April
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Mei
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Juni
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Juli
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Agustus
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,September
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Oktober
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,November
21.02,21,Kepulauan Riau,Kab. Karimun,Protein,Daging Sapi Murni,180000,2024,Desember
